x,y
-16.43339736187393,-12.609218035889835
21.493330893991065,24.690504069837615
-14.019949566282932,-26.74411734218006
-17.482990451804934,-20.264013380891452
0.5996161419656936,2.677692274075868
-15.164933128027801,-25.505797872744093
-16.10845384097587,-8.139421312368524
32.96481763400074,33.78814202633317
0.9867844114607394,16.08523745262407
44.68955663149451,56.29161568188063
-5.197498708524883,-2.5272037237261697
5.21156082995196,18.350599748007745
0.718628641894334,26.5625703923309
10.569160779850158,30.028473149221906
36.59296192997211,54.075780501566086
-17.966508376272238,-5.9327687108324785
4.352499399822076,16.724715459830186
22.659415168648437,28.804440294234805
19.918281799651318,23.406783570222228
-13.570609848472001,-10.25593765085664
-6.0868315803584085,-17.397022441670053
23.21396102817387,29.117276198462683
18.98298512444373,32.69916546688022
38.9123342945551,16.031367632462704
17.821245915453417,18.32681845343738
9.688154770076117,14.94608938576006
16.136516545398095,12.670115442423848
38.51563492856863,34.25625379781598
26.05566816643602,34.61812317345395
13.757908596625143,1.5017897596294691
9.227307257112965,-7.523999939188339
6.699911172625967,3.131721878650496
38.85029592393099,49.36465812435384
-17.988390658309513,-15.5950191089122
10.99892168754834,14.468759385956135
3.3216155374282472,1.9310170818166559
12.971194216450037,21.426723903739564
41.93700691565744,45.9899854844903
31.559201851367035,38.16037138990239
-12.944337608276147,-13.918205655800328
4.154838344759845,-12.087769085525892
-11.827715309688982,8.018525878293872
40.740006860907606,53.85644510577675
47.18361742748618,63.00845861290218
37.66744015406054,39.901964747724904
15.407290254871256,-1.0309058380770182
-8.35668379391593,-0.7733221828927288
20.5671580520292,27.738503057023337
48.24565195928818,50.66758797553577
25.962058114833695,30.199313900693205
